4,Stats 250 Exam 1 Sp13 Problem 1A,https://docs.google.com/document/d/1w9ThRFIls0O0cn8yp5iff_3MweRl31Ogjhp081UxGTI/pub,4,4
4,Stats 250 Exam 1 Sp13 Problem 1B,https://docs.google.com/document/d/17FIVIVrgc1ium5Z3HmKomE2IxlsvqGOKJjpJ-9dCA9g/pub,4,2
1,Stats 250 Exam 1 Sp13 Problem 1C,https://docs.google.com/document/d/1y9D2AXcl2n0ZZ3bfk06vpHGMwgbCjdyHMAcKk7CIsNk/pub,4,2
1,Stats 250 Exam 1 Sp13 Problem 1D,https://docs.google.com/document/d/1RiKlcRIvKhPQeUIGetMmbFacLcK6x2xjU6KuGIjk268/pub,3,2
1,Stats 250 Exam 1 Sp13 Problem 1E,https://docs.google.com/document/d/1rUrc5rLjY6tmF79Rua-2LeuyP5wQk_mudZhAwNG23U0/pub,4,1
2,Stats 250 Exam 1 Sp13 Problem 2,https://docs.google.com/document/d/1zwuZOweBJrurH177UNTdhWyciFnMUONUhmno-lDYNMs/pub,2,2
1,Stats 250 Exam 1 Sp13 Problem 3A,https://docs.google.com/document/d/1W-n6JTs98UI9HZ6CQ5VGVjDd6mp7pemKKhi8FEfwHYc/pub,4,3
1,Stats 250 Exam 1 Sp13 Problem 3B,https://docs.google.com/document/d/11iy6F1JIqUBJVP-4rPwbOsb86DJta602aCs65K9PT5U/pub,4,2
1,Stats 250 Exam 1 Sp13 Problem 3C,https://docs.google.com/document/d/1OCUbS9ianlTnRtIDx1sC-RcesNsmGakJGi4ekH8r4II/pub,4,3
1,Stats 250 Exam 1 Sp13 Problem 3D,https://docs.google.com/document/d/1EabdToDXhANOhzKaVXvWR-IpzGA_dAT5AHpEMGoUWEE/pub,4,3
1,Stats 250 Exam 1 Sp13 Problem 4,https://docs.google.com/document/d/1kDl3fVoeyvrXirkdNRPu1KQjX8LjvJkF6yJEGS_Yh74/pub,2,2
4,Stats 250 Exam 1 Sp13 Problem 5A,https://docs.google.com/document/d/1gKBmwCUq5niROl19uFLnxK0ZSHVConSmo-iOyJUvS8w/pub,3,2
4,Stats 250 Exam 1 Sp13 Problem 5B,https://docs.google.com/document/d/1lCLHBajn74aIbPtJRKUCF2aCGRE9Tan8fWic28Qd4Js/pub,4,1
5,Stats 250 Exam 1 Sp13 Problem 6A,https://docs.google.com/document/d/1H1hPWZWoPJtXR0IFp0JzGD1gyu3AzOaOn96o-cuf680/pub,4,1
5,Stats 250 Exam 1 Sp13 Problem 6C,https://docs.google.com/document/d/1u1Cym62x8R1kXz_uuoAPoTklmFrnbvpDxvQDSqgFd9Q/pub,5,3
5,Stats 250 Exam 1 Sp13 Problem 7A,https://docs.google.com/document/d/1dsiDOHfeehYUtt2EQT41fVwayma4HnLSafwBjDTD6c8/pub,5,4
5,Stats 250 Exam 1 Sp13 Problem 7C,https://docs.google.com/document/d/1h9tjlXwaDA43lRkC2nkxO4CRArPNpR5WamdaCXEZkXE/pub,4,3
5,Stats 250 Exam 1 Sp13 Problem 7D,https://docs.google.com/document/d/1Qq6bzCyTGqeJH8o4BTmmKdeOeRiM1cznoy2vcZMfJPs/pub,4,4
5,Stats 250 Exam 1 Sp13 Problem 8A,https://docs.google.com/document/d/1CE2W8DkvDIi0TTxTvzTkfDefetrSLpqtg_84SneSs4k/pub,4,2
5,Stats 250 Exam 1 Sp13 Problem 8B,https://docs.google.com/document/d/1WgEBCNJdj82DVETzsgHnyPbaEq77Ons46tr1bqvOCn0/pub,4,1
2,Stats 250 Exam 1 Sp13 Problem 9A,https://docs.google.com/document/d/1FiapXuEpts1JT2LhXxT4WfrCXmWjxhsAEOsUP2kEPMA/pub,2,1
6,Stats 250 Exam 1 Sp13 Problem 9C,https://docs.google.com/document/d/1N9prn6NNgCb_MgkRARWR_T5vwuYRhsVyTcAFntC6yg0/pub,4,3
6,Stats 250 Exam 1 Sp13 Problem 9B,https://docs.google.com/document/d/1qc-ag2-ApZSmPpD1fH0kBsK1P6pioh5mlyGeKvLKXyQ/pub,4,1
3,Stats 250 Exam 1 Sp13 Problem 10A,https://docs.google.com/document/d/1LumtXr-EXj7ctK8meIU-Q08nO7kikpTUrYjVgojPQFQ/pub,4,1
3,Stats 250 Exam 1 Sp13 Problem 10B,https://docs.google.com/document/d/1aw-C403gPv_HlAAWOpn1tOrRYQSrD-XLT-e1rO3fSNQ/pub,3,3
3,Stats 250 Exam 1 Sp13 Problem 10C,https://docs.google.com/document/d/1sYAubrrRnxZWM304Huf5u6_0Ns4jOoaA-xvPcj3txPQ/pub,3,1
