MCDB310 Chapter 2 Problem 1,https://docs.google.com/document/d/1tQReq9Uzb2UYy46L6AFDB729v08BCgB6YjpSf7WnQFI/pub,1,5
MCDB310 Chapter 2 Problem 2,https://docs.google.com/document/d/1EieMVXwoiDw3O2F1SiqENdBU6IIQIkFOxZltA39xsjA/pub,2,5
MCDB310 Chapter 2 Problem 3,https://docs.google.com/document/d/1LKGD5J6VKwVMlzo8fNvU1ApL6HpjD_xsDW_KFM0yhfU/pub,2,5
MCDB310 Chapter 2 Problem 4,https://docs.google.com/document/d/143DlzMERPrxxivyS5VfFrysyybSy5aA9gbgMgpcHxc8/pub,2,5
MCDB310 Chapter 2 Problem 5,https://docs.google.com/document/d/1IZdCCkZ9GkOnqE9ZAHPHPZl_towcQVR45IpLNW1zxHM/pub,2,5
MCDB310 Chapter 2 Problem 6,https://docs.google.com/document/d/1Kwt7pkUwK1dvM378lib1j0CCS9fkPyIBrU9BQZA9oqA/pub,1,5
MCDB310 Chapter 2 Problem 7,https://docs.google.com/document/d/1hX7gNlygognHnVYVRW7IISBTF_JNj4UHPhyMvKW0hXw/pub,3,4
MCDB310 Chapter 2 Problem 8,https://docs.google.com/document/d/1mer-vNvpimFmvNMGU4iLmG7_p-Y7sDUtlqoTRU6NNw4/pub,1,5
MCDB310 Chapter 2 Problem 9,https://docs.google.com/document/d/16SjdWKycf1Kx-f4qVgKFKadsA-M3SWFUSXIOWuW8J5o/pub,3,4
