10,MCDB310 Chapter 10 Problem 1,https://docs.google.com/document/d/1_IYMaaP3Um1gpQYR3qYuKaJDxU5uKAlkTPpgzK4XMY0/pub,1,5
10,MCDB310 Chapter 10 Problem 2,https://docs.google.com/document/d/1wlJCH29WaNDoUTNqO7p-MIUf3AwaNw00oDpRCJEDy5E/pub,2,5
10,MCDB310 Chapter 10 Problem 3,https://docs.google.com/document/d/1QapX_06vDzUhhw774VjOoi04wfeV6jWRS6UvFsQUtzQ/pub,2,5
10,MCDB310 Chapter 10 Problem 4,https://docs.google.com/document/d/1_gnMXnZ8L5xYMbGa-g3zHKqly4td5oRhQpV-l4N8_ww/pub,4,5
10,MCDB310 Chapter 10 Problem 5,https://docs.google.com/document/d/19ZVY1QKB48RU8Avl_ItMkaVw1kuwZej8ipycUZfHrvc/pub,4,5
10,MCDB310 Chapter 10 Problem 6,https://docs.google.com/document/d/17fGUUQtwFGy1MhNg_tNuxKrc2p_HhxnRXIUFr9Qg7OA/pub,5,5
10,MCDB310 Chapter 10 Problem 7,https://docs.google.com/document/d/1Zpg2XHSuc58V8mB2EwGu4c3qhl8aHhHJmDzYOjnVJgk/pub,5,5
10,MCDB310 Chapter 10 Problem 8,https://docs.google.com/document/d/1teRLvTvhsn-VUe8xf1rtR3DCpXpSRX7UbqYdqCW23Sw/pub,1,5
10,MCDB310 Chapter 10 Problem 9,https://docs.google.com/document/d/14PYEQI71YOzkPY5kSNve-VadJTXHTccQit4vb7k9LpM/pub,5,5
10,MCDB310 Chapter 10 Problem 10,https://docs.google.com/document/d/1kIOCKIQdqSlMVkEzDTcNmkLMMn7jAT7l8dadQF4oPXo/pub,4,5
10,MCDB310 Chapter 10 Problem 11,https://docs.google.com/document/d/1SN_k3jovQZ_6EeAzdwVaeTeGW2XzrvI49bU1i4yXeWY/pub,4,5
10,MCDB310 Chapter 10 Problem 12,https://docs.google.com/document/d/1XHCG7Eq8x4xNVV5FhscrTsy2AHnCi6X-P5ZBbjBdsD4/pub,3,5
10,MCDB310 Chapter 10 Problem 13,https://docs.google.com/document/d/1pYWHNbr4jKOobAGxOFJX6WzCB_bv3wwIGx3vsRdya0Q/pub,5,5
10,MCDB310 Chapter 10 Problem 14,https://docs.google.com/document/d/1JlKmAz6sNhOG1n1rZ5-cf2G6evEG0UUDXGnsJ5cXzFs/pub,3,5
10,MCDB310 Chapter 10 Problem 15,https://docs.google.com/document/d/1i-THyvlz8l02myemnP8WKqGR-2xQXbQ7J_KiJj8O9mw/pub,3,5
