1,Stats 250 Exam 1 F12 Problem 1A,https://docs.google.com/document/d/1_lTkcE2C2vN1uinYm05kN6M5KDkImzmjQCSGTLZsloM/pub,2,2,http://www.youtube.com/watch?v=wVfcxMaSJJI
1,Stats 250 Exam 1 F12 Problem 1B,https://docs.google.com/document/d/125OVjuTpKfFKk5ZgtuCsHVfuJGhcKB9vTE8WC6ZlxK0/pub,5,3,http://www.youtube.com/watch?v=wVfcxMaSJJI
1,Stats 250 Exam 1 F12 Problem 1C,https://docs.google.com/document/d/1eCDUYhPrnG260tQbM2eXJ9w1vOYH9VCuloXNwlfIav0/pub,4,2,http://youtu.be/wVfcxMaSJJI?t=51s
1,Stats 250 Exam 1 F12 Problem 1D,https://docs.google.com/document/d/1btf4EAJfpUrsLUBM1pit-D8XFg_phrmNcsqDgSykg3A/pub,2,2,http://youtu.be/wVfcxMaSJJI?t=2m37s
1,Stats 250 Exam 1 F12 Problem 1E,https://docs.google.com/document/d/1dI5nobk5dnYa6NrKEy9sv6EBPi3eW4OQtB0ODhRjg8Y/pub,2,2,http://youtu.be/wVfcxMaSJJI?t=3m16s
1,Stats 250 Exam 1 F12 Problem 1F,https://docs.google.com/document/d/1xeq0jCIH1vRgzX0kmY20tl-7zpmOt789qqPNFf3eUog/pub,4,2,http://youtu.be/wVfcxMaSJJI?t=3m28s
2,Stats 250 Exam 1 F12 Problem 2A,https://docs.google.com/document/d/1iA20a3PP0zk7TSpBP6oyN5Q5iIkw2Kio0Ll4WMyUPZc/pub,2,1,http://www.youtube.com/watch?v=a22nTdvkhsU
2,Stats 250 Exam 1 F12 Problem 2B,https://docs.google.com/document/d/1F8MrAKMTQxErYoIR6v6-HfWh4NyB1PhcJWGy7zkF4lk/pub,4,1,http://youtu.be/a22nTdvkhsU?t=50s
2,Stats 250 Exam 1 F12 Problem 2C,https://docs.google.com/document/d/1nAO-HSM5Yqq0bKkh6ab4hP88CP68eHYgjdxyKYALvg0/pub,3,1,http://youtu.be/a22nTdvkhsU?t=1m29s
1,Stats 250 Exam 1 F12 Problem 2D,https://docs.google.com/document/d/1rgmQ3sH_hs9ioZaTSbyGaWjMaO3aNVV_9tgJ_aYNQP8/pub,2,1,http://youtu.be/a22nTdvkhsU?t=1m29s
2,Stats 250 Exam 1 F12 Problem 2E,https://docs.google.com/document/d/1fFhiTC4kwo-464yg6v_-x4FlXaW_fz1_H19GBQTzGbc/pub,3,2,http://youtu.be/a22nTdvkhsU?t=1m29s
1,Stats 250 Exam 1 F12 Problem 2F,https://docs.google.com/document/d/1nYBg1cWfEzF6O55nypgX5JzxLjGDCKgR0Oz5bDaHj_M/pub,2,2,http://youtu.be/a22nTdvkhsU?t=1m29s
