MCDB310 Chapter 6 Problem 1,https://docs.google.com/document/d/1fjhnlvube3BwZTeN_GWi7c3HTa2wmIvfTn4BNQCxUL8/pub,1,5
MCDB310 Chapter 6 Problem 2,https://docs.google.com/document/d/17Uz_DPGRmymUdrkDZE3DsnxZp6rfh2GoKh0UwvBhrNs/pub,5,5
MCDB310 Chapter 6 Problem 3,https://docs.google.com/document/d/1fm-UcO6Yzh5niioYDqR-xgozstZ1az-YEtnAgucxmnk/pub,1,5
MCDB310 Chapter 6 Problem 4,https://docs.google.com/document/d/1iefDmzXZKudLAK24A6h_u1xaOViK7_8XnXgGwUPYDF0/pub,2,5
MCDB310 Chapter 6 Problem 5,https://docs.google.com/document/d/1k0r-zyM5jFssREKWmNMqdbSWrKBIMG7CwIkBG5ISb_A/pub,1,5
MCDB310 Chapter 6 Problem 6,https://docs.google.com/document/d/1LsdNZhhgsIwMbb7-MOhPA17zeaAHGOrWk0M09o8Ay9g/pub,2,5
MCDB310 Chapter 6 Problem 7,https://docs.google.com/document/d/1bP2G32qJJRqe5CQpHq1WhRrBh6Ci0WozFfkgaDcaPTM/pub,4,5
MCDB310 Chapter 6 Problem 8,https://docs.google.com/document/d/10wmn9NdTt2iRIvm9_HOjQKcUi_wXTsCce_dgvGhwsCQ/pub,4,5
MCDB310 Chapter 6 Problem 9,https://docs.google.com/document/d/1XbWPx39FUdJh_1oZe491yxv_flkHVyk4m9vkNUsLsnA/pub,3,5
MCDB310 Chapter 6 Problem 10,https://docs.google.com/document/d/1oXpXqtTPT7Fza0AvJTihrDOJR9XFObe8wJkeCshZSdQ/pub,3,5
MCDB310 Chapter 6 Problem 11,https://docs.google.com/document/d/1kcQ2lN5h-MtIACgD4jETfR1pkR64vAJr881pxe6NW6U/pub,1,5
MCDB310 Chapter 6 Problem 12,https://docs.google.com/document/d/1VIJTqdfYnom9Aj77NKsbYHHZrNeY4v6GeZMWSpoa4sA/pub,2,5
MCDB310 Chapter 6 Problem 13,https://docs.google.com/document/d/1m5ICKiZRSBfFKHSezYP_iBowJ8Lh9uOFUSvTujlspF8/pub,3,5
MCDB310 Chapter 6 Problem 14,https://docs.google.com/document/d/1PSjc3iBYKbtWzi9E5zr6osu9-daSY3DIvj1qM-CDpjI/pub,4,5
MCDB310 Chapter 6 Problem 15,https://docs.google.com/document/d/1TKHWZTIEP-a234dXIakwQP9S7RjVNUI2JJKRadr4KlI/pub,5,5
MCDB310 Chapter 6 Problem 16,https://docs.google.com/document/d/1wBfXPykAp4eF62-3u6b1ToIW_v-mFpVzaWj2KoyazDc/pub,3,5
MCDB310 Chapter 6 Problem 17,https://docs.google.com/document/d/1z1J0pzszPft4MH_XOqC0B1yMqiK1aSy49IEI3WnlT0E/pub,2,5
MCDB310 Chapter 6 Problem 18,https://docs.google.com/document/d/1biGxSahdm2-TFkEU9lvLmgZStSNv-utCKTvJMgBH3_I/pub,5,5
MCDB310 Chapter 6 Problem 19,https://docs.google.com/document/d/1EJW08jqhwkH4Ol4tH11ml0qqDiBuzq0t1xoC5IgT7ME/pub,4,5
MCDB310 Chapter 6 Problem 20,https://docs.google.com/document/d/1KlBHBxdO3WeuSzSBrSaymSNnNB1YUt1YieQEe4E3PRg/pub,4,5
MCDB310 Chapter 6 Problem 21,https://docs.google.com/document/d/10p-fayjO1NTGeyY465cOU1YngG6VBT8w89T9PnSG8Gk/pub,4,5
MCDB310 Chapter 6 Problem 22,https://docs.google.com/document/d/1o03W9a6QVmI1DfxiqVJmn627Gcrti_zQqVGmwuCdAco/pub,3,5
MCDB310 Chapter 6 Problem 23,https://docs.google.com/document/d/1XEZTsaVbu8XfT1sJQpGyMn1A3Op6IS1YFDI92MTCOTg/pub,4,5
MCDB310 Chapter 6 Problem 24,https://docs.google.com/document/d/1FAqcomLxTJIo397HPK428sCiJfkpaAshDiXUe2qP7sk/pub,2,4
MCDB310 Chapter 6 Problem 25,https://docs.google.com/document/d/1qqtUuOdD01LL0u6G22p9Lg-eZ2uy346oCnryeI8ksJ8/pub,4,5
MCDB310 Chapter 6 Problem 26,https://docs.google.com/document/d/1zfOnXT2RyAUk7bcVy9PJFDPkrJH2x9NEs1hvQJqvI7s/pub,5,5
MCDB310 Chapter 6 Problem 27,https://docs.google.com/document/d/1xml59xMYAx-n74cTVu6Yic9QoKNwyWOGr8YVS-c_E1w/pub,2,5
MCDB310 Chapter 6 Problem 28,https://docs.google.com/document/d/1wRaj98-xWVIylkqt10ro_dou68szbnQGq1F19EuLedY/pub,3,5
MCDB310 Chapter 6 Problem 29,https://docs.google.com/document/d/1W3brGhRpsVIMsZKo2IYfFL1MVGcwyImQWZgxuq2-8EI/pub,5,5
MCDB310 Chapter 6 Problem 30,https://docs.google.com/document/d/11MCYaA-tMHBorrk9u3GTTrsBVSflKNKcow3KKe_ZkQY/pub,4,5
MCDB310 Chapter 6 Problem 31,https://docs.google.com/document/d/1uiob5nS_uQwxbuORWwRIFNG-m0LJduRAp9xKgu2s3mU/pub,1,5
